year,month,day,hour,pm2.5,DEWP,Classe,TEMP,PRES,cbwd,Iws,Is,Ir
2012,7,14,12,16,16,Leve,29,1004,NE,3.13,0,0
2012,7,14,13,14,16,Leve,31,1004,NE,6.26,0,0
2012,7,14,14,15,15,Leve,30,1003,NE,8.05,0,0
2012,7,14,15,15,15,Leve,30,1003,cv,1.79,0,0
2012,7,14,16,19,17,Leve,30,1002,SE,3.13,0,0
2012,7,14,17,15,16,Leve,29,1002,SE,4.92,0,0
2012,7,14,18,19,16,Leve,29,1002,SE,6.71,0,0
2012,7,14,19,33,17,Leve,28,1002,SE,9.84,0,0
2012,7,14,20,34,17,Leve,26,1003,SE,11.63,0,0
2012,7,14,21,31,18,Leve,25,1004,SE,12.52,0,0
2012,7,14,22,39,18,Leve,24,1004,SE,14.31,0,0
2012,7,14,23,53,18,Leve,25,1004,SE,16.1,0,0
2012,7,15,0,63,19,Leve,23,1004,cv,0.89,0,0
2012,7,15,1,60,20,Leve,22,1004,NE,1.79,0,0
2012,7,15,2,63,20,Leve,22,1004,cv,0.89,0,0
2012,7,15,3,59,19,Leve,21,1004,NE,0.89,0,0
2012,7,15,4,48,19,Leve,20,1004,NE,1.78,0,0
2012,7,15,5,52,19,Leve,20,1005,NE,3.57,0,0
2012,7,15,6,54,19,Leve,21,1005,NW,1.79,0,0
2012,7,15,7,50,20,Leve,24,1006,NW,3.58,0,0
2012,7,15,8,32,18,Leve,26,1006,NE,3.13,0,0
2012,7,15,9,29,19,Leve,28,1006,NW,4.02,0,0
2012,7,15,10,31,19,Leve,29,1006,NW,7.15,0,0
2012,7,15,11,29,19,Leve,31,1006,NW,8.94,0,0
2012,7,15,12,32,17,Leve,32,1005,NE,1.79,0,0
2012,7,15,13,29,18,Leve,32,1005,cv,0.89,0,0
2012,7,15,14,25,15,Leve,33,1004,cv,2.68,0,0
2012,7,15,15,25,15,Leve,33,1004,cv,4.47,0,0
2012,7,15,16,26,15,Leve,33,1004,SE,1.79,0,0
2012,7,15,17,25,15,Leve,33,1004,SE,3.58,0,0
2012,7,15,18,27,14,Leve,32,1004,SE,5.37,0,0
2012,7,15,19,32,17,Leve,30,1004,SE,8.5,0,0
2012,7,15,20,38,16,Leve,28,1005,SE,10.29,0,0
2012,7,15,21,41,15,Leve,28,1006,SE,14.31,0,0
2012,7,15,22,53,17,Leve,28,1006,SE,17.44,0,0
2012,7,15,23,58,17,Leve,28,1006,SE,20.57,0,0
2012,7,16,0,60,18,Leve,25,1007,SE,23.7,0,0
2012,7,16,1,84,19,Leve,25,1007,SE,26.83,0,0
2012,7,16,2,84,20,Leve,23,1007,SE,28.62,0,0
2012,7,16,3,86,19,Leve,23,1007,SE,30.41,0,0
2012,7,16,4,63,19,Leve,22,1007,SE,32.2,0,0
2012,7,16,5,68,19,Leve,21,1008,cv,0.89,0,0
2012,7,16,6,99,21,Leve,24,1008,cv,1.34,0,0
2012,7,16,7,130,21,Leve,25,1009,NW,1.79,0,0
2012,7,16,8,131,20,Leve,27,1009,cv,0.89,0,0
2012,7,16,9,126,20,Leve,28,1009,cv,1.78,0,0
2012,7,16,10,112,20,Leve,30,1009,cv,2.67,0,0
2012,7,16,11,90,20,Leve,31,1008,SE,1.79,0,0
2012,7,16,12,85,19,Leve,32,1008,SE,4.92,0,0
2012,7,16,13,76,16,Leve,33,1007,cv,1.79,0,0
2012,7,16,14,71,17,Leve,34,1007,cv,3.58,0,0
2012,7,16,15,62,17,Leve,34,1006,SE,4.02,0,0
2012,7,16,16,51,17,Leve,34,1006,SE,7.15,0,0
2012,7,16,17,45,16,Leve,33,1006,SE,11.17,0,0
2012,7,16,18,52,17,Leve,32,1007,SE,16.09,0,0
2012,7,16,19,46,17,Leve,31,1007,SE,20.11,0,0
2012,7,16,20,50,18,Leve,29,1007,SE,21.9,0,0
2012,7,16,21,56,18,Leve,28,1008,SE,25.03,0,0
2012,7,16,22,55,18,Leve,29,1008,SE,28.16,0,0
2012,7,16,23,53,17,Leve,27,1008,SE,29.95,0,0
2012,7,17,0,60,17,Leve,27,1008,SE,31.74,0,0
2012,7,17,1,55,18,Leve,25,1009,cv,0.45,0,0
2012,7,17,2,61,19,Leve,25,1009,SE,1.79,0,0
2012,7,17,3,61,21,Leve,25,1009,SE,4.92,0,0
2012,7,17,4,80,21,Leve,24,1009,SE,8.94,0,0
2012,7,17,5,114,21,Leve,24,1009,SE,12.07,0,0
2012,7,17,6,110,22,Leve,24,1010,SE,13.86,0,0
2012,7,17,7,94,22,Leve,25,1011,SE,15.65,0,0
2012,7,17,8,108,22,Leve,26,1011,SE,18.78,0,0
2012,7,17,9,95,22,Leve,27,1011,SE,21.91,0,0
2012,7,17,10,92,22,Leve,29,1011,SE,25.04,0,0
2012,7,17,11,85,21,Leve,30,1010,SE,28.17,0,0
2012,7,17,12,79,22,Leve,30,1010,SE,31.3,0,0
2012,7,17,13,77,21,Leve,31,1009,SE,34.43,0,0
2012,7,17,14,76,21,Leve,32,1009,SE,38.45,0,0
2012,7,17,16,83,20,Leve,31,1008,SE,45.6,0,0
2012,7,17,17,75,20,Leve,31,1007,SE,49.62,0,0
2012,7,17,18,79,20,Leve,30,1007,SE,53.64,0,0
2012,7,17,19,79,20,Leve,29,1008,SE,58.56,0,0
2012,7,17,20,107,21,Leve,28,1008,SE,62.58,0,0
2012,7,17,21,64,21,Leve,27,1009,SE,65.71,0,0
2012,7,17,22,72,21,Leve,26,1010,SE,68.84,0,0
2012,7,17,23,80,21,Leve,25,1010,SE,71.97,0,0
2012,7,18,0,89,22,Leve,25,1010,SE,75.1,0,0
2012,7,18,2,99,22,Leve,24,1010,SE,81.36,0,0
2012,7,18,3,99,22,Leve,24,1010,SE,83.15,0,0
2012,7,18,4,79,22,Leve,23,1010,SE,84.94,0,0
2012,7,18,5,51,21,Leve,23,1010,SE,86.73,0,0
2012,7,18,6,54,21,Leve,22,1010,SE,89.86,0,0
2012,7,18,7,54,21,Leve,23,1010,SE,91.65,0,0
2012,7,18,8,65,21,Leve,24,1010,SE,93.44,0,0
2012,7,18,9,76,22,Leve,26,1010,SE,95.23,0,0
2012,7,18,10,81,21,Leve,27,1009,SE,97.02,0,0
2012,7,18,11,90,21,Leve,28,1009,cv,1.79,0,0
2012,7,18,12,96,21,Leve,29,1008,SE,1.79,0,0
2012,7,18,13,99,21,Leve,29,1007,SE,3.58,0,0
2012,7,18,14,104,21,Leve,30,1007,SE,6.71,0,0
2012,7,18,15,103,21,Leve,30,1006,SE,9.84,0,0
2012,7,18,16,95,21,Leve,30,1006,SE,12.97,0,0
2012,7,18,17,98,22,Leve,30,1005,SE,16.1,0,0
2012,7,18,18,88,21,Leve,30,1005,SE,19.23,0,0
2012,7,18,19,105,21,Leve,29,1005,SE,21.02,0,0
2012,7,18,20,106,22,Leve,28,1006,SE,22.81,0,0
2012,7,18,21,100,22,Leve,27,1006,SE,24.6,0,0
2012,7,18,22,100,22,Leve,27,1007,SE,27.73,0,0
2012,7,18,23,80,22,Leve,26,1007,SE,30.86,0,0
2012,7,19,0,82,22,Leve,26,1006,SE,32.65,0,0
2012,7,19,1,83,22,Leve,25,1007,SE,34.44,0,0
2012,7,19,2,92,22,Leve,25,1007,SE,36.23,0,0
2012,7,19,3,105,23,Leve,24,1006,cv,0.89,0,0
2012,7,19,4,120,22,Leve,24,1006,SE,1.79,0,0
2012,7,19,5,124,22,Leve,24,1007,SE,3.58,0,0
2012,7,19,6,123,22,Leve,24,1007,SE,5.37,0,0
2012,7,19,7,116,23,Leve,24,1007,SE,7.16,0,0
2012,7,19,8,126,23,Leve,25,1007,SE,8.95,0,0
2012,7,19,9,132,23,Leve,26,1007,SE,10.74,0,0
2012,7,19,10,136,23,Leve,27,1007,SE,12.53,0,0
2012,7,19,11,128,23,Leve,28,1007,SE,14.32,0,0
2012,7,19,12,130,23,Leve,28,1006,SE,16.11,0,0
2012,7,19,13,116,23,Leve,29,1006,SE,17.9,0,0
2012,7,19,14,115,23,Leve,30,1005,SE,19.69,0,0
2012,7,19,15,120,24,Leve,30,1004,SE,21.48,0,0
2012,7,19,16,126,23,Leve,31,1004,SE,23.27,0,0
2012,7,19,17,142,23,Leve,30,1004,SE,26.4,0,0
2012,7,19,18,138,24,Leve,30,1003,SE,28.19,0,0
2012,7,19,19,133,24,Leve,29,1004,SE,29.98,0,0
2012,7,19,20,124,23,Leve,28,1004,cv,0.89,0,0
2012,7,19,21,138,23,Leve,28,1005,SE,1.79,0,0
2012,7,19,22,132,24,Leve,27,1004,SE,2.68,0,0
2012,7,19,23,146,23,Leve,28,1004,SE,5.81,0,0
2012,7,20,0,160,24,Leve,27,1005,SE,7.6,0,0
2012,7,20,1,173,24,Leve,27,1004,SE,9.39,0,0
2012,7,20,2,167,24,Leve,27,1004,SE,11.18,0,0
2012,7,20,3,179,24,Leve,26,1004,SE,12.97,0,0
2012,7,20,4,187,24,Leve,25,1005,SE,14.76,0,0
2012,7,20,5,195,24,Leve,25,1005,SE,16.55,0,0
2012,7,20,6,197,24,Leve,25,1005,cv,0.89,0,0
2012,7,20,7,202,24,Leve,26,1005,SE,1.79,0,0
2012,7,20,8,206,24,Leve,27,1006,SE,3.58,0,0
2012,7,20,9,205,24,Leve,28,1006,cv,0.89,0,0
2012,7,20,10,212,24,Leve,28,1005,NE,1.79,0,0
2012,7,20,11,222,25,Leve,30,1005,SE,1.79,0,0
2012,7,20,12,226,24,Leve,31,1005,SE,4.92,0,0
2012,7,20,13,259,25,Leve,32,1004,SE,8.05,0,0
2012,7,20,14,220,25,Leve,32,1004,SE,11.18,0,0
2012,7,20,15,189,23,Leve,32,1003,SE,16.1,0,0
2012,7,20,16,197,24,Leve,32,1003,SE,19.23,0,0
2012,7,20,17,181,24,Leve,32,1003,SE,23.25,0,0
2012,7,20,18,188,24,Leve,31,1002,SE,26.38,0,0
2012,7,20,19,192,24,Leve,30,1003,SE,28.17,0,0
2012,7,20,20,189,25,Leve,29,1004,SE,29.96,0,0
2012,7,20,21,194,25,Leve,29,1004,SE,31.75,0,0
2012,7,20,22,206,25,Leve,28,1004,SE,33.54,0,0
2012,7,20,23,219,25,Leve,28,1004,SE,35.33,0,0
2012,7,21,0,240,25,Leve,28,1004,SE,37.12,0,0
2012,7,21,1,239,25,Leve,27,1004,SE,38.91,0,0
2012,7,21,2,246,25,Leve,26,1004,SE,40.7,0,0
2012,7,21,3,227,25,Leve,26,1004,SE,42.49,0,0
2012,7,21,4,198,25,Leve,26,1003,SE,44.28,0,0
2012,7,21,5,174,25,Leve,26,1003,SE,46.07,0,0
2012,7,21,6,185,25,Leve,26,1004,SE,49.2,0,0
2012,7,21,7,192,25,Leve,27,1004,SE,52.33,0,0
2012,7,21,8,233,25,Leve,27,1004,SE,54.12,0,0
2012,7,21,9,256,25,Leve,28,1004,SE,57.25,0,0
2012,7,21,10,278,25,Leve,28,1004,SE,60.38,0,0
2012,7,21,11,283,25,Leve,28,1004,SE,62.17,0,1
2012,7,21,12,293,25,Leve,28,1003,SE,63.96,0,2
2012,7,21,13,318,25,Leve,27,1002,NE,3.13,0,3
2012,7,21,14,299,25,Leve,27,1001,NE,7.15,0,4
2012,7,21,15,164,24,Leve,24,1001,NE,11.17,0,5
2012,7,21,16,31,23,Leve,24,1000,NE,14.3,0,6
2012,7,21,17,46,23,Leve,24,1000,NE,18.32,0,7
2012,7,21,18,95,24,Leve,24,1000,NE,21.45,0,9
2012,7,21,19,23,23,Leve,23,1001,NW,8.94,0,12
2012,7,21,20,29,24,Leve,24,1000,cv,0.89,0,15
2012,7,21,21,21,23,Leve,23,999,NE,1.79,0,16
2012,7,21,22,26,23,Leve,23,999,cv,0.89,0,17
2012,7,21,23,23,23,Leve,23,999,SE,1.79,0,18
2012,7,22,0,28,23,Leve,23,998,NE,3.13,0,19
2012,7,22,1,23,23,Leve,23,997,NE,6.26,0,20
2012,7,22,2,13,23,Leve,23,997,NW,7.15,0,22
2012,7,22,3,12,23,Leve,23,996,NW,10.28,0,23
2012,7,22,4,11,23,Leve,23,996,NW,14.3,0,0
2012,7,22,5,12,22,Leve,22,996,NW,16.09,0,0
2012,7,22,6,12,23,Leve,23,997,NW,20.11,0,0
2012,7,22,7,24,23,Leve,24,997,NE,3.13,0,0
2012,7,22,8,24,23,Leve,25,997,NW,3.13,0,0
2012,7,22,9,11,20,Leve,29,998,NW,8.94,0,0
2012,7,22,10,10,18,Leve,30,999,NW,14.75,0,0
2012,7,22,11,9,17,Leve,30,999,NW,22.8,0,0
2012,7,22,12,8,17,Leve,32,999,NW,29.95,0,0
2012,7,22,13,10,16,Leve,33,999,NW,38.89,0,0
2012,7,22,14,9,15,Leve,34,998,NW,47.83,0,0
2012,7,22,15,9,16,Leve,34,998,NW,55.88,0,0
2012,7,22,16,12,17,Leve,34,999,NW,60.8,0,0
2012,7,22,17,8,15,Leve,35,999,NW,62.59,0,0
2012,7,22,18,17,20,Leve,32,999,SE,1.79,0,0
2012,7,22,19,15,23,Leve,29,1000,SE,2.68,0,0
2012,7,22,20,21,23,Leve,27,1001,cv,0.45,0,0
2012,7,22,21,39,23,Leve,26,1002,cv,1.34,0,0
2012,7,22,22,27,19,Leve,25,1003,NW,3.13,0,0
2012,7,22,23,20,18,Leve,25,1003,NE,1.79,0,0
2012,7,23,0,27,19,Leve,23,1003,NW,3.13,0,0
2012,7,23,1,14,18,Leve,25,1003,NW,4.92,0,0
2012,7,23,2,17,18,Leve,23,1003,NE,3.13,0,0
2012,7,23,3,12,19,Leve,22,1003,NW,3.13,0,0
2012,7,23,4,20,19,Leve,22,1004,NW,7.15,0,0
2012,7,23,5,17,18,Leve,21,1004,cv,0.89,0,0
2012,7,23,6,12,19,Leve,22,1005,NW,1.79,0,0
2012,7,23,7,12,19,Leve,25,1005,cv,0.89,0,0
2012,7,23,8,17,20,Leve,27,1005,NW,3.13,0,0
2012,7,23,9,10,19,Leve,28,1005,NE,3.13,0,0
2012,7,23,10,13,19,Leve,30,1006,NW,3.13,0,0
2012,7,23,11,20,19,Leve,31,1005,NE,1.79,0,0
2012,7,23,12,30,21,Leve,32,1005,cv,1.79,0,0
2012,7,23,13,25,22,Leve,32,1005,SE,1.79,0,0
2012,7,23,14,41,23,Leve,31,1005,SE,3.58,0,0
2012,7,23,15,70,23,Leve,31,1005,SE,5.37,0,0
2012,7,23,16,69,22,Leve,32,1004,SE,8.5,0,0
2012,7,23,17,90,23,Leve,30,1004,SE,12.52,0,0
2012,7,23,18,63,22,Leve,29,1005,SE,15.65,0,0
2012,7,23,19,56,21,Leve,28,1005,SE,18.78,0,0
2012,7,23,20,51,21,Leve,28,1006,SE,22.8,0,0
2012,7,23,21,30,20,Leve,27,1007,SE,25.93,0,0
2012,7,23,22,28,20,Leve,26,1007,SE,27.72,0,0
2012,7,23,23,23,21,Leve,26,1007,SE,28.61,0,0
2012,7,24,0,27,23,Leve,25,1007,SE,30.4,0,0
2012,7,24,1,24,22,Leve,25,1008,SE,32.19,0,0
2012,7,24,2,49,21,Leve,24,1008,NE,1.79,0,0
2012,7,24,3,59,21,Leve,24,1008,SE,1.79,0,0
2012,7,24,4,64,21,Leve,24,1008,cv,0.89,0,0
2012,7,24,5,55,21,Leve,23,1008,cv,1.78,0,0
2012,7,24,6,53,21,Leve,23,1008,cv,2.67,0,0
2012,7,24,7,56,22,Leve,24,1009,cv,3.56,0,0
2012,7,24,8,66,21,Leve,25,1009,cv,4.45,0,0
2012,7,24,9,70,21,Leve,25,1008,cv,5.34,0,0
2012,7,24,10,75,21,Leve,26,1009,NE,1.79,0,0
2012,7,24,11,76,22,Leve,27,1009,cv,0.89,0,0
2012,7,24,12,71,22,Leve,28,1009,cv,1.78,0,0
2012,7,24,13,80,22,Leve,29,1008,cv,3.57,0,0
2012,7,24,14,69,23,Leve,30,1008,SE,1.79,0,0
2012,7,24,15,63,21,Leve,31,1008,cv,0.89,0,0
2012,7,24,16,75,21,Leve,31,1008,SE,3.13,0,0
2012,7,24,17,65,22,Leve,31,1007,cv,0.89,0,0
2012,7,24,18,65,21,Leve,29,1007,SE,3.13,0,0
2012,7,24,19,76,22,Leve,28,1007,SE,6.26,0,0
2012,7,24,20,83,22,Leve,27,1008,SE,8.05,0,0
2012,7,24,21,81,24,Leve,28,1008,SE,11.18,0,0
2012,7,24,22,89,23,Leve,27,1009,SE,12.97,0,0
2012,7,24,23,103,23,Leve,27,1009,SE,14.76,0,0
2012,7,25,0,109,23,Leve,26,1009,SE,16.55,0,0
2012,7,25,1,103,23,Leve,26,1009,SE,18.34,0,0
2012,7,25,2,102,23,Leve,25,1008,SE,20.13,0,0
2012,7,25,3,90,23,Leve,25,1008,SE,21.92,0,0
2012,7,25,4,60,23,Leve,25,1008,SE,23.71,0,0
2012,7,25,5,56,23,Leve,24,1009,cv,0.89,0,0
2012,7,25,6,88,23,Leve,25,1009,SE,1.79,0,0
2012,7,25,7,90,24,Leve,25,1009,SE,3.58,0,0
2012,7,25,8,95,24,Leve,26,1010,SE,6.71,0,0
2012,7,25,9,102,24,Leve,25,1009,SE,9.84,0,1
2012,7,25,10,122,25,Leve,25,1008,SE,11.63,0,2
2012,7,25,11,130,25,Leve,27,1008,SE,14.76,0,3
2012,7,25,12,121,24,Leve,28,1007,SE,17.89,0,0
2012,7,25,13,108,24,Leve,28,1007,SE,21.02,0,0
2012,7,25,14,70,23,Leve,27,1007,SE,24.15,0,1
2012,7,25,15,60,25,Leve,28,1007,SE,27.28,0,0
2012,7,25,16,62,25,Leve,28,1006,SE,29.07,0,0
2012,7,25,17,79,25,Leve,28,1006,cv,0.89,0,0
2012,7,25,18,75,24,Leve,28,1005,SE,3.13,0,0
2012,7,25,19,68,24,Leve,27,1005,SE,4.92,0,0
2012,7,25,20,61,25,Leve,26,1005,SE,8.05,0,1
2012,7,25,21,56,25,Leve,26,1006,SE,11.18,0,0
2012,7,25,22,54,25,Leve,26,1005,SE,15.2,0,0
2012,7,25,23,62,25,Leve,26,1005,SE,18.33,0,0
2012,7,26,0,73,25,Leve,26,1005,SE,21.46,0,0
2012,7,26,1,70,24,Leve,25,1005,SE,24.59,0,0
2012,7,26,2,77,24,Leve,25,1004,SE,26.38,0,0
2012,7,26,3,75,25,Leve,25,1004,NE,1.79,0,0
2012,7,26,4,78,24,Leve,25,1004,SE,3.13,0,0
2012,7,26,5,69,24,Leve,25,1004,SE,7.15,0,0
2012,7,26,6,57,24,Leve,24,1004,SE,8.94,0,1
2012,7,26,7,54,24,Leve,25,1004,cv,0.89,0,0
2012,7,26,8,68,25,Leve,25,1004,SE,1.79,0,0
2012,7,26,9,77,25,Leve,25,1004,SE,5.81,0,0
2012,7,26,10,70,24,Leve,25,1004,SE,8.94,0,0
2012,7,26,11,61,24,Leve,26,1004,SE,12.07,0,0
2012,7,26,12,46,25,Leve,27,1004,SE,16.09,0,0
2012,7,26,13,61,24,Leve,26,1004,SE,20.11,0,0
2012,7,26,14,40,24,Leve,25,1004,SE,23.24,0,1
2012,7,26,15,29,25,Leve,26,1003,SE,27.26,0,0
2012,7,26,16,30,24,Leve,26,1004,SE,29.05,0,0
2012,7,26,17,46,24,Leve,25,1004,SE,30.84,0,0
2012,7,26,18,48,24,Leve,26,1002,SE,33.97,0,0
2012,7,26,19,49,24,Leve,26,1003,SE,35.76,0,0
2012,7,26,20,48,24,Leve,25,1005,SE,38.89,0,0
2012,7,26,21,39,24,Leve,25,1004,cv,0.89,0,0
2012,7,26,22,51,24,Leve,25,1004,SE,1.79,0,0
2012,7,26,23,56,23,Leve,25,1005,SE,3.58,0,0
2012,7,27,1,63,24,Leve,25,1005,SE,6.26,0,0
2012,7,27,2,53,23,Leve,25,1005,cv,0.89,0,0
2012,7,27,3,59,24,Leve,24,1005,SE,0.89,0,0
2012,7,27,4,54,24,Leve,25,1005,cv,0.89,0,0
2012,7,27,5,82,24,Leve,25,1005,NE,0.89,0,0
2012,7,27,6,79,24,Leve,25,1005,NE,1.78,0,0
2012,7,27,7,77,24,Leve,25,1005,NE,3.57,0,0
2012,7,27,8,80,24,Leve,26,1006,cv,0.89,0,0
2012,7,27,9,86,24,Leve,27,1006,cv,1.78,0,0
2012,7,27,10,101,24,Leve,27,1006,SE,1.79,0,0
2012,7,27,11,99,25,Leve,26,1006,cv,0.89,0,0
2012,7,27,12,91,25,Leve,26,1006,cv,2.68,0,0
2012,7,27,13,94,25,Leve,27,1006,cv,3.57,0,0
2012,7,27,14,99,25,Leve,28,1006,cv,4.46,0,0
2012,7,27,15,89,25,Leve,28,1006,NE,1.79,0,0
2012,7,27,16,86,26,Leve,28,1005,NE,3.58,0,0
2012,7,27,17,90,26,Leve,28,1005,NE,6.71,0,0
2012,7,27,18,94,26,Leve,28,1005,NE,8.5,0,0
2012,7,27,19,93,26,Leve,27,1005,SE,1.79,0,0
2012,7,27,20,105,25,Leve,27,1006,cv,0.89,0,0
2012,7,27,21,108,25,Leve,27,1006,SE,1.79,0,0
2012,7,27,22,109,25,Leve,26,1006,SE,3.58,0,1
2012,7,27,23,37,25,Leve,25,1006,NE,0.89,0,2
2012,7,28,0,51,25,Leve,26,1006,SE,1.79,0,3
2012,7,28,1,83,25,Leve,26,1005,SE,4.92,0,0
2012,7,28,3,88,25,Leve,25,1004,SE,1.79,0,1
2012,7,28,4,89,25,Leve,25,1003,SE,3.58,0,0
2012,7,28,5,98,24,Leve,25,1004,SE,6.71,0,0
2012,7,28,6,96,24,Leve,25,1004,SE,9.84,0,0
2012,7,28,7,94,24,Leve,25,1003,SE,13.86,0,0
2012,7,28,8,116,25,Leve,25,1003,SE,16.99,0,0
2012,7,28,9,130,25,Leve,25,1003,SE,18.78,0,0
2012,7,28,10,126,25,Leve,26,1003,SE,20.57,0,0
2012,7,28,11,128,26,Leve,28,1002,SE,23.7,0,0
2012,7,28,12,111,27,Leve,29,1001,SE,26.83,0,0
2012,7,28,13,108,26,Leve,30,1001,SE,31.75,0,0
2012,7,28,14,103,26,Leve,31,1000,SE,35.77,0,0
2012,7,28,15,110,26,Leve,31,1000,SE,41.58,0,0
2012,7,28,16,124,26,Leve,31,999,SE,46.5,0,0
2012,7,30,13,35,21,Leve,29,1005,SE,9.84,0,0
2012,7,30,14,45,22,Leve,29,1004,SE,11.63,0,0
2012,7,30,15,48,22,Leve,28,1004,cv,0.89,0,0
2012,7,30,16,49,24,Leve,26,1004,SE,1.79,0,1
2012,7,30,17,49,25,Leve,26,1004,cv,0.89,0,0
2012,7,30,18,58,24,Leve,26,1005,cv,1.78,0,1
2012,7,30,19,80,24,Leve,25,1005,NE,0.89,0,2
2012,7,30,20,76,24,Leve,25,1006,cv,0.45,0,3
2012,7,30,21,66,22,Leve,23,1007,cv,1.34,0,4
2012,7,30,22,67,22,Leve,23,1007,NW,1.79,0,5
2012,7,30,23,47,22,Leve,22,1007,NW,4.92,0,6
2012,7,31,0,38,22,Leve,22,1006,NW,6.71,0,7
2012,7,31,1,38,22,Leve,22,1005,NE,3.13,0,8
2012,7,31,2,37,20,Leve,20,1006,cv,0.89,0,9
2012,7,31,3,35,20,Leve,20,1006,cv,1.78,0,10
2012,7,31,4,35,20,Leve,21,1006,cv,2.67,0,11
2012,7,31,5,39,21,Leve,21,1005,cv,3.56,0,0
2012,7,31,6,44,21,Leve,21,1006,NW,3.13,0,2
2012,7,31,7,29,21,Leve,21,1007,NE,1.79,0,4
2012,7,31,8,25,21,Leve,21,1007,cv,0.89,0,5
2012,7,31,9,21,20,Leve,21,1007,NE,3.13,0,6
2012,7,31,10,16,20,Leve,21,1008,cv,0.89,0,7
2012,7,31,11,17,18,Leve,20,1007,SE,4.92,0,8
2012,7,31,12,14,19,Leve,19,1007,SE,8.05,0,9
2012,7,31,13,17,19,Leve,20,1007,NW,1.79,0,10
2012,7,31,14,15,20,Leve,20,1007,cv,0.89,0,11
2012,7,31,15,22,20,Leve,21,1006,NW,1.79,0,12
2012,7,31,16,20,20,Leve,21,1006,NW,4.92,0,13
2012,7,31,17,24,20,Leve,21,1006,NW,6.71,0,14
2012,7,31,18,21,20,Leve,21,1007,NW,9.84,0,15
2012,7,31,19,22,20,Leve,21,1007,NW,12.97,0,16
2012,7,31,20,27,21,Leve,21,1007,NW,16.1,0,17
2012,7,31,22,26,20,Leve,20,1008,NW,22.36,0,19
2012,7,31,23,22,20,Leve,20,1008,NW,26.38,0,20
2012,8,1,0,9,20,Leve,20,1008,NW,30.4,0,21
2012,8,1,1,14,20,Leve,20,1008,NW,33.53,0,22
2012,8,1,2,9,20,Leve,20,1007,NW,36.66,0,23
2012,8,1,3,9,20,Leve,20,1007,NW,38.45,0,0
2012,8,1,4,17,20,Leve,20,1007,NW,40.24,0,0
2012,8,1,5,11,20,Leve,20,1007,cv,0.89,0,1
2012,8,1,6,14,20,Leve,20,1007,NW,0.89,0,2
2012,8,1,7,17,20,Leve,20,1008,NW,4.91,0,3
2012,8,1,8,22,20,Leve,20,1008,NW,9.83,0,4
2012,8,1,9,18,20,Leve,20,1008,NE,4.92,0,5
2012,8,1,10,8,20,Leve,20,1008,NE,10.73,0,6
2012,8,1,11,8,20,Leve,20,1008,NW,4.92,0,7
2012,8,1,12,16,20,Leve,21,1008,NW,10.73,0,8
2012,8,1,13,19,21,Leve,21,1008,NE,4.92,0,9
2012,8,1,14,13,20,Leve,22,1007,NW,4.92,0,10
2012,8,1,15,10,20,Leve,22,1007,NE,4.92,0,11
2012,8,1,16,6,20,Leve,22,1006,NW,4.92,0,12
2012,8,1,17,7,20,Leve,23,1006,NE,4.92,0,13
2012,8,1,18,9,20,Leve,23,1006,NW,5.81,0,14
2012,8,1,19,13,20,Leve,22,1006,NW,10.73,0,0
2012,8,1,20,9,20,Leve,23,1007,NW,14.75,0,0
2012,8,1,21,16,20,Leve,22,1007,NW,17.88,0,0
2012,8,1,22,17,21,Leve,22,1007,NW,21.01,0,0
2012,8,1,23,11,20,Leve,21,1007,NE,1.79,0,0
2012,8,2,0,18,19,Leve,20,1007,NW,1.79,0,0
2012,8,2,1,16,19,Leve,20,1007,NW,4.92,0,0
2012,8,2,2,13,19,Leve,20,1007,NW,8.05,0,0
2012,8,2,3,18,19,Leve,20,1007,NE,3.13,0,0
2012,8,2,4,11,19,Leve,21,1007,NE,7.15,0,0
2012,8,2,5,16,19,Leve,20,1007,NW,1.79,0,0
2012,8,2,6,15,19,Leve,20,1007,NW,3.58,0,0
2012,8,2,7,15,20,Leve,23,1008,NW,7.6,0,0
2012,8,2,8,9,21,Leve,25,1008,NW,11.62,0,0
2012,8,2,9,14,21,Leve,27,1008,NW,15.64,0,0
2012,8,2,10,10,20,Leve,27,1009,NE,3.13,0,0
2012,8,2,11,16,20,Leve,28,1008,NW,3.13,0,0
2012,8,2,12,14,20,Leve,29,1008,cv,0.89,0,0
2012,8,2,13,9,21,Leve,30,1007,NE,1.79,0,0
2012,8,2,14,17,21,Leve,30,1007,SE,1.79,0,0
2012,8,2,15,15,20,Leve,30,1007,SE,3.58,0,0
2012,8,2,16,17,21,Leve,31,1007,SE,5.37,0,0
2012,8,2,17,21,21,Leve,30,1006,SE,8.5,0,0
2012,8,2,18,18,22,Leve,29,1006,SE,11.63,0,0
2012,8,2,19,22,22,Leve,27,1007,SE,13.42,0,0
2012,8,2,20,30,23,Leve,26,1008,cv,0.89,0,0
2012,8,2,21,33,23,Leve,24,1009,SE,0.89,0,0
2012,8,2,22,33,23,Leve,24,1009,SE,2.68,0,0
2012,8,2,23,55,23,Leve,25,1009,SE,4.47,0,0
2012,8,3,0,69,23,Leve,25,1009,SE,7.6,0,0
2012,8,3,1,77,23,Leve,24,1009,SE,10.73,0,0
2012,8,3,2,64,23,Leve,24,1009,SE,12.52,0,0
2012,8,3,3,61,23,Leve,23,1009,cv,0.45,0,0
